dataset,model_uid,run_id,extraction_uid,origin_embedding_artifact_uid,protocol_uid,compression_family,compression_profile,search_mode,origin_score_space,compressed_score_space,score_spaces_comparable,frozen_origin_threshold_applicable,latency_measurement_repeats,latency_timer,compressed_index_build_latency_ms,compressed_gallery_add_latency_ms,compressed_gallery_encode_latency_ms,origin_search_latency_ms_total,compressed_search_latency_ms_total,compressed_search_latency_ms_per_query,compressed_search_queries_per_second,gallery_template_count,origin_storage_bytes_per_embedding,origin_gallery_storage_bytes,compressed_gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,threshold_policy,target_fpir,threshold_source_split,evaluation_split,top_k,query_count,mated_count,non_mated_count,decision_threshold,origin_decision_threshold,compressed_decision_threshold,origin_rank1_correct_count,origin_rank1_rate,compressed_rank1_correct_count,compressed_rank1_rate,origin_top_k_correct_count,origin_top_k_rate,compressed_top_k_correct_count,compressed_top_k_rate,origin_accepted_count,compressed_accepted_count,origin_dir_rank1_count,origin_dir_rank1_denominator,origin_dir_rank1,origin_dir_rank1_wilson95_low,origin_dir_rank1_wilson95_high,compressed_dir_rank1_count,compressed_dir_rank1_denominator,compressed_dir_rank1,compressed_dir_rank1_wilson95_low,compressed_dir_rank1_wilson95_high,both_dir_rank1_count,compressed_minus_origin_dir_rank1,compressed_minus_origin_dir_rank1_paired_bootstrap95_low,compressed_minus_origin_dir_rank1_paired_bootstrap95_high,tpir_rank,origin_tpir_at_rank_k_count,origin_tpir_at_rank_k_denominator,origin_tpir_at_rank_k,origin_tpir_at_rank_k_wilson95_low,origin_tpir_at_rank_k_wilson95_high,compressed_tpir_at_rank_k_count,compressed_tpir_at_rank_k_denominator,compressed_tpir_at_rank_k,compressed_tpir_at_rank_k_wilson95_low,compressed_tpir_at_rank_k_wilson95_high,both_tpir_at_rank_k_count,compressed_minus_origin_tpir_at_rank_k,compressed_minus_origin_tpir_at_rank_k_paired_bootstrap95_low,compressed_minus_origin_tpir_at_rank_k_paired_bootstrap95_high,compressed_tpir_at_rank_k_retention,origin_tpir20_count,origin_tpir20_denominator,origin_tpir20,compressed_tpir20_count,compressed_tpir20_denominator,compressed_tpir20,compressed_tpir20_retention,origin_closed_set_rank20_recall,compressed_closed_set_rank20_recall,origin_false_accept_count,origin_fpir_denominator,origin_fpir,origin_realized_fpir,origin_fpir_wilson95_low,origin_fpir_wilson95_high,compressed_false_accept_count,compressed_fpir_denominator,compressed_fpir,compressed_realized_fpir,compressed_fpir_wilson95_low,compressed_fpir_wilson95_high,both_false_accept_count,compressed_minus_origin_fpir,compressed_minus_origin_fpir_paired_bootstrap95_low,compressed_minus_origin_fpir_paired_bootstrap95_high,confidence_interval_unit,rate_confidence_interval_method,difference_confidence_interval_method,difference_confidence_interval_resamples,difference_confidence_interval_random_seed,agreement_with_origin_count,agreement_with_origin_rate,mean_top_k_identity_jaccard,mean_top1_score_drift,mean_abs_top1_score_drift,threshold_crossing_count,threshold_crossing_rate,accept_to_reject_count,accept_to_reject_rate,reject_to_accept_count,reject_to_accept_rate,origin_decision_correct_count,origin_decision_correct_rate,compressed_decision_correct_count,compressed_decision_correct_rate,origin_fallback_count,storage_bytes_per_embedding,codebook_bytes,codebook_bytes_source,codec_parameter_bytes,codec_parameter_bytes_source,summary_artifact_type,summary_claim_status,derived_evaluation_paper_eligible
survface,edgeface-a348c305af33c223b337,20260812-R001-ea495479,population-be1c15ff189e9f0d9c515e16,origin-embedding-ee48f129596673fb6b8fb500,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,pca,pca_64,pca_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,34898.1409,34936.6555,0.191792090975,5213.97934041,3000,2048,6144000,901120,300.373333333,recalibrated_compressed,0.3,calibration,test,20,182159,60423,121736,,0.772379338741,0.79291009903,2897,0.0479453188355,2663,0.0440726213528,11047,0.182827731162,10506,0.173874186982,53145,53125,698,60423,0.0115518924913,0.0107303842561,0.0124355040317,652,60423,0.0107905929861,0.00999734765358,0.0116460384187,617,-0.000761299505155,-0.00112539926849,-0.000429885970574,20,1969,60423,0.0325869288185,0.0312006653065,0.0340326211545,1836,60423,0.0303857802492,0.0290467364463,0.0317845327394,1787,-0.00220114856925,-0.00268151200702,-0.00168809890274,0.932453021838,1969,60423,0.0325869288185,1836,60423,0.0303857802492,0.932453021838,0.182827731162,0.173874186982,35541,121736,0.291951435894,0.291951435894,0.2894040061,0.29451199549,35525,121736,0.291820003943,0.291820003943,0.289272916253,0.294380229729,34319,-0.000131431951107,-0.000903594663863,0.000690428468161,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,147682,0.810731284208,0.812703132946,0.0255970527836,0.0256197076397,3652,0.0200484192381,1836,0.0100791067145,1816,0.00996931252367,86893,0.477017331013,86863,0.476852639727,0,256,0,not_applicable,133120,pca_components_and_mean,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False
survface,edgeface-a348c305af33c223b337,20260812-R001-ea495479,population-be1c15ff189e9f0d9c515e16,origin-embedding-ee48f129596673fb6b8fb500,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,pq,pq_512_m128_b8,pq_adc_exhaustive,cosine_similarity,negative_squared_l2_adc,False,False,1,time.perf_counter,0.163499993505,0.0970999972196,71.67450001,36136.4579,13323.5164,0.0731422350804,13671.991277,3000,2048,6144000,908288,302.762666667,recalibrated_compressed,0.01,calibration,test,20,182159,60423,121736,,0.92774116993,-0.168489024043,2897,0.0479453188355,2749,0.0454959204277,11047,0.182827731162,10472,0.173311487348,2138,2053,1,60423,1.65499892425e-05,2.9214854591e-06,9.37484492863e-05,1,60423,1.65499892425e-05,2.9214854591e-06,9.37484492863e-05,1,0,0,0,20,2,60423,3.3099978485e-05,9.07725491843e-06,0.000120690554078,2,60423,3.3099978485e-05,9.07725491843e-06,0.000120690554078,2,0,0,0,1,2,60423,3.3099978485e-05,2,60423,3.3099978485e-05,1,0.182827731162,0.173311487348,1519,121736,0.0124778208583,0.0124778208583,0.0118694600615,0.0131169488444,1446,121736,0.0118781625813,0.0118781625813,0.0112847987209,0.0125023314751,1383,-0.000599658276927,-0.000821449694421,-0.000386081356378,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,140185,0.76957493179,0.754349188325,,,273,0.00149869070427,179,0.000982658007565,94,0.00051603269671,120218,0.659961901416,120291,0.660362650212,0,128,524288,faiss_centroids,524288,faiss_centroids,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False
survface,edgeface-a348c305af33c223b337,20260812-R001-ea495479,population-be1c15ff189e9f0d9c515e16,origin-embedding-ee48f129596673fb6b8fb500,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,pq,pq_512_m128_b8,pq_adc_exhaustive,cosine_similarity,negative_squared_l2_adc,False,False,1,time.perf_counter,0.163499993505,0.0970999972196,71.67450001,36136.4579,13323.5164,0.0731422350804,13671.991277,3000,2048,6144000,908288,302.762666667,recalibrated_compressed,0.05,calibration,test,20,182159,60423,121736,,0.884926259518,-0.256785094738,2897,0.0479453188355,2749,0.0454959204277,11047,0.182827731162,10472,0.173311487348,9205,9102,54,60423,0.000893699419095,0.000685074143165,0.00116578312689,41,60423,0.000678549558943,0.000500256421102,0.000920328483691,38,-0.000215149860153,-0.000364099763335,-8.27499462125e-05,20,96,60423,0.00158879896728,0.00130134971037,0.00193961827824,87,60423,0.0014398490641,0.00116755849887,0.00177552862148,77,-0.000148949903183,-0.00033099978485,1.65499892425e-05,0.90625,96,60423,0.00158879896728,87,60423,0.0014398490641,0.90625,0.182827731162,0.173311487348,6311,121736,0.0518416902149,0.0518416902149,0.0506103431874,0.053101320205,6255,121736,0.051381678386,0.051381678386,0.0501555824481,0.0526360863176,6023,-0.000460011828876,-0.0008134405599,-0.000106788460275,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,140185,0.76957493179,0.754349188325,,,789,0.00433138082664,446,0.0024484104546,343,0.00188297037204,115479,0.633946167908,115522,0.634182225418,0,128,524288,faiss_centroids,524288,faiss_centroids,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False
survface,edgeface-a348c305af33c223b337,20260812-R001-ea495479,population-be1c15ff189e9f0d9c515e16,origin-embedding-ee48f129596673fb6b8fb500,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,pq,pq_512_m128_b8,pq_adc_exhaustive,cosine_similarity,negative_squared_l2_adc,False,False,1,time.perf_counter,0.163499993505,0.0970999972196,71.67450001,36136.4579,13323.5164,0.0731422350804,13671.991277,3000,2048,6144000,908288,302.762666667,recalibrated_compressed,0.1,calibration,test,20,182159,60423,121736,,0.852976024151,-0.320858776569,2897,0.0479453188355,2749,0.0454959204277,11047,0.182827731162,10472,0.173311487348,18135,18071,168,60423,0.00278039819274,0.00239098093935,0.00323303399535,155,60423,0.00256524833259,0.00219232240336,0.00300142016606,138,-0.000215149860153,-0.000413749731063,0,20,405,60423,0.00670274564322,0.00608277254294,0.00738543858929,404,60423,0.00668619565397,0.0060670208937,0.00736809236427,362,-1.65499892425e-05,-0.000297899806365,0.00026479982788,0.997530864198,405,60423,0.00670274564322,404,60423,0.00668619565397,0.997530864198,0.182827731162,0.173311487348,12188,121736,0.100118288756,0.100118288756,0.0984447681413,0.10181704563,12173,121736,0.0999950713018,0.0999950713018,0.0983224770318,0.101692909608,11744,-0.000123217454163,-0.000591443779983,0.000336794374712,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,140185,0.76957493179,0.754349188325,,,1282,0.0070378076296,673,0.00369457452006,609,0.00334323310954,109716,0.602308971832,109718,0.602319951251,0,128,524288,faiss_centroids,524288,faiss_centroids,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False
survface,edgeface-a348c305af33c223b337,20260812-R001-ea495479,population-be1c15ff189e9f0d9c515e16,origin-embedding-ee48f129596673fb6b8fb500,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,pq,pq_512_m128_b8,pq_adc_exhaustive,cosine_similarity,negative_squared_l2_adc,False,False,1,time.perf_counter,0.163499993505,0.0970999972196,71.67450001,36136.4579,13323.5164,0.0731422350804,13671.991277,3000,2048,6144000,908288,302.762666667,recalibrated_compressed,0.2,calibration,test,20,182159,60423,121736,,0.807592988014,-0.41162237525,2897,0.0479453188355,2749,0.0454959204277,11047,0.182827731162,10472,0.173311487348,35748,35820,415,60423,0.00686824553564,0.00624034351812,0.00755884635662,385,60423,0.00637174585837,0.00576793487873,0.00703831876846,341,-0.000496499677275,-0.000844049451368,-0.000148949903183,20,1180,60423,0.0195289873062,0.0184558173224,0.0206632463545,1134,60423,0.018767687801,0.0177158553188,0.0198807061425,1068,-0.000761299505155,-0.00117504923622,-0.00033099978485,0.961016949153,1180,60423,0.0195289873062,1134,60423,0.018767687801,0.961016949153,0.182827731162,0.173311487348,24018,121736,0.197295787606,0.197295787606,0.19506985121,0.199540827457,24066,121736,0.197690083459,0.197690083459,0.195462451669,0.19993679382,23392,0.000394295853322,-0.000180718932773,0.00101038312414,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,140185,0.76957493179,0.754349188325,,,2012,0.0110452955934,970,0.00532501825328,1042,0.00572027734013,98133,0.538721666237,98055,0.538293468893,0,128,524288,faiss_centroids,524288,faiss_centroids,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False
survface,edgeface-a348c305af33c223b337,20260812-R001-ea495479,population-be1c15ff189e9f0d9c515e16,origin-embedding-ee48f129596673fb6b8fb500,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,pq,pq_512_m128_b8,pq_adc_exhaustive,cosine_similarity,negative_squared_l2_adc,False,False,1,time.perf_counter,0.163499993505,0.0970999972196,71.67450001,36136.4579,13323.5164,0.0731422350804,13671.991277,3000,2048,6144000,908288,302.762666667,recalibrated_compressed,0.3,calibration,test,20,182159,60423,121736,,0.772379338741,-0.480898499489,2897,0.0479453188355,2749,0.0454959204277,11047,0.182827731162,10472,0.173311487348,53145,53184,698,60423,0.0115518924913,0.0107303842561,0.0124355040317,647,60423,0.0107078430399,0.00991773087217,0.0115601658288,591,-0.000844049451368,-0.00124166294292,-0.000430299720305,20,1969,60423,0.0325869288185,0.0312006653065,0.0340326211545,1895,60423,0.0313622296146,0.0300020145704,0.0327820291961,1813,-0.00122469920395,-0.00170464889198,-0.000744749515913,0.962417470797,1969,60423,0.0325869288185,1895,60423,0.0313622296146,0.962417470797,0.182827731162,0.173311487348,35541,121736,0.291951435894,0.291951435894,0.2894040061,0.29451199549,35580,121736,0.292271801275,0.292271801275,0.289723538683,0.29483317345,34668,0.000320365380824,-0.000345008871657,0.00103523197739,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,140185,0.76957493179,0.754349188325,,,2697,0.0148057466279,1329,0.00729582397795,1368,0.00750992264999,86893,0.477017331013,86803,0.476523257154,0,128,524288,faiss_centroids,524288,faiss_centroids,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False
survface,edgeface-a348c305af33c223b337,20260812-R001-ea495479,population-be1c15ff189e9f0d9c515e16,origin-embedding-ee48f129596673fb6b8fb500,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,pq,pq_512_m128_b8,pq_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,36136.4579,37126.1388,0.203811718334,4906.48922532,3000,2048,6144000,908288,302.762666667,frozen_origin,0.01,calibration,test,20,182159,60423,121736,0.92774116993,0.92774116993,0.92774116993,2897,0.0479453188355,2843,0.0470516194164,11047,0.182827731162,10993,0.181934031743,2138,573,1,60423,1.65499892425e-05,2.9214854591e-06,9.37484492863e-05,0,60423,0,0,6.35720604942e-05,0,-1.65499892425e-05,-4.96499677275e-05,0,20,2,60423,3.3099978485e-05,9.07725491843e-06,0.000120690554078,0,60423,0,0,6.35720604942e-05,0,-3.3099978485e-05,-8.27499462125e-05,0,0,2,60423,3.3099978485e-05,0,60423,0,0,0.182827731162,0.181934031743,1519,121736,0.0124778208583,0.0124778208583,0.0118694600615,0.0131169488444,412,121736,0.00338437274101,0.00338437274101,0.00307342904363,0.00372665750898,412,-0.00909344811724,-0.0096438194125,-0.00857593480975,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,133371,0.732168050988,0.735516548174,-0.017641292887,0.0191431435003,1565,0.00859139542927,1565,0.00859139542927,0,0,120218,0.659961901416,121324,0.666033520166,0,128,524288,faiss_centroids,524288,faiss_centroids,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False
survface,edgeface-a348c305af33c223b337,20260812-R001-ea495479,population-be1c15ff189e9f0d9c515e16,origin-embedding-ee48f129596673fb6b8fb500,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,pq,pq_512_m128_b8,pq_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,36136.4579,37126.1388,0.203811718334,4906.48922532,3000,2048,6144000,908288,302.762666667,frozen_origin,0.05,calibration,test,20,182159,60423,121736,0.884926259518,0.884926259518,0.884926259518,2897,0.0479453188355,2843,0.0470516194164,11047,0.182827731162,10993,0.181934031743,9205,4522,54,60423,0.000893699419095,0.000685074143165,0.00116578312689,6,60423,9.9299935455e-05,4.55108204724e-05,0.000216648485529,5,-0.00079439948364,-0.00102609933304,-0.000579249623488,20,96,60423,0.00158879896728,0.00130134971037,0.00193961827824,13,60423,0.000215149860153,0.000125744411256,0.000368100014503,12,-0.00137364910713,-0.00167196266322,-0.00107574930076,0.135416666667,96,60423,0.00158879896728,13,60423,0.000215149860153,0.135416666667,0.182827731162,0.181934031743,6311,121736,0.0518416902149,0.0518416902149,0.0506103431874,0.053101320205,3178,121736,0.0261056712887,0.0261056712887,0.0252248155081,0.0270164342144,3178,-0.0257360189262,-0.0266231845962,-0.0248650768877,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,133371,0.732168050988,0.735516548174,-0.017641292887,0.0191431435003,4683,0.0257083097733,4683,0.0257083097733,0,0,115479,0.633946167908,118564,0.650881921838,0,128,524288,faiss_centroids,524288,faiss_centroids,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False
survface,edgeface-a348c305af33c223b337,20260812-R001-ea495479,population-be1c15ff189e9f0d9c515e16,origin-embedding-ee48f129596673fb6b8fb500,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,pq,pq_512_m128_b8,pq_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,36136.4579,37126.1388,0.203811718334,4906.48922532,3000,2048,6144000,908288,302.762666667,frozen_origin,0.1,calibration,test,20,182159,60423,121736,0.852976024151,0.852976024151,0.852976024151,2897,0.0479453188355,2843,0.0470516194164,11047,0.182827731162,10993,0.181934031743,18135,11207,168,60423,0.00278039819274,0.00239098093935,0.00323303399535,70,60423,0.00115849924698,0.000917139224681,0.0014632840334,60,-0.00162189894577,-0.00196944871986,-0.00129089916092,20,405,60423,0.00670274564322,0.00608277254294,0.00738543858929,145,60423,0.00239974844016,0.00203998501601,0.00282277881091,142,-0.00430299720305,-0.00483259685881,-0.00378994753653,0.358024691358,405,60423,0.00670274564322,145,60423,0.00239974844016,0.358024691358,0.182827731162,0.181934031743,12188,121736,0.100118288756,0.100118288756,0.0984447681413,0.10181704563,7646,121736,0.0628080436354,0.0628080436354,0.06145890176,0.0641847763944,7646,-0.0373102451206,-0.0383947640796,-0.036225931524,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,133371,0.732168050988,0.735516548174,-0.017641292887,0.0191431435003,6928,0.0380327076894,6928,0.0380327076894,0,0,109716,0.602308971832,114160,0.626705241026,0,128,524288,faiss_centroids,524288,faiss_centroids,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False
survface,edgeface-a348c305af33c223b337,20260812-R001-ea495479,population-be1c15ff189e9f0d9c515e16,origin-embedding-ee48f129596673fb6b8fb500,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,pq,pq_512_m128_b8,pq_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,36136.4579,37126.1388,0.203811718334,4906.48922532,3000,2048,6144000,908288,302.762666667,frozen_origin,0.2,calibration,test,20,182159,60423,121736,0.807592988014,0.807592988014,0.807592988014,2897,0.0479453188355,2843,0.0470516194164,11047,0.182827731162,10993,0.181934031743,35748,26210,415,60423,0.00686824553564,0.00624034351812,0.00755884635662,243,60423,0.00402164738593,0.00354757871818,0.00455877678535,212,-0.00284659814971,-0.00335964781623,-0.00238319845092,20,1180,60423,0.0195289873062,0.0184558173224,0.0206632463545,720,60423,0.0119159922546,0.011081307011,0.0128127345103,699,-0.00761299505155,-0.00835774456747,-0.00690093176439,0.610169491525,1180,60423,0.0195289873062,720,60423,0.0119159922546,0.610169491525,0.182827731162,0.181934031743,24018,121736,0.197295787606,0.197295787606,0.19506985121,0.199540827457,17674,121736,0.145183018992,0.145183018992,0.143215272701,0.147173157539,17672,-0.0521127686141,-0.0533780065059,-0.0508559505816,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,133371,0.732168050988,0.735516548174,-0.017641292887,0.0191431435003,9546,0.0524047672638,9542,0.0523828084256,4,2.19588381579e-05,98133,0.538721666237,104305,0.572604153514,0,128,524288,faiss_centroids,524288,faiss_centroids,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False
survface,edgeface-a348c305af33c223b337,20260812-R001-ea495479,population-be1c15ff189e9f0d9c515e16,origin-embedding-ee48f129596673fb6b8fb500,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,pq,pq_512_m128_b8,pq_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,36136.4579,37126.1388,0.203811718334,4906.48922532,3000,2048,6144000,908288,302.762666667,frozen_origin,0.3,calibration,test,20,182159,60423,121736,0.772379338741,0.772379338741,0.772379338741,2897,0.0479453188355,2843,0.0470516194164,11047,0.182827731162,10993,0.181934031743,53145,42099,698,60423,0.0115518924913,0.0107303842561,0.0124355040317,451,60423,0.00746404514837,0.00680837529378,0.00818233805399,405,-0.0040878473429,-0.0047006106946,-0.00352514770865,20,1969,60423,0.0325869288185,0.0312006653065,0.0340326211545,1418,60423,0.0234678847459,0.0222907817799,0.0247055759688,1372,-0.00911904407262,-0.00998005726296,-0.00830809459974,0.720162519045,1969,60423,0.0325869288185,1418,60423,0.0234678847459,0.720162519045,0.182827731162,0.181934031743,35541,121736,0.291951435894,0.291951435894,0.2894040061,0.29451199549,28205,121736,0.231689886311,0.231689886311,0.229328309287,0.234068396202,28195,-0.0602615495827,-0.0616335759348,-0.0589143720839,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,133371,0.732168050988,0.735516548174,-0.017641292887,0.0191431435003,11086,0.0608589199545,11066,0.0607491257638,20,0.000109794190789,86893,0.477017331013,93982,0.515933881938,0,128,524288,faiss_centroids,524288,faiss_centroids,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False
survface,edgeface-a348c305af33c223b337,20260812-R001-ea495479,population-be1c15ff189e9f0d9c515e16,origin-embedding-ee48f129596673fb6b8fb500,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,pq,pq_512_m128_b8,pq_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,36136.4579,37126.1388,0.203811718334,4906.48922532,3000,2048,6144000,908288,302.762666667,recalibrated_compressed,0.01,calibration,test,20,182159,60423,121736,,0.92774116993,0.905115604401,2897,0.0479453188355,2843,0.0470516194164,11047,0.182827731162,10993,0.181934031743,2138,2053,1,60423,1.65499892425e-05,2.9214854591e-06,9.37484492863e-05,1,60423,1.65499892425e-05,2.9214854591e-06,9.37484492863e-05,1,0,0,0,20,2,60423,3.3099978485e-05,9.07725491843e-06,0.000120690554078,1,60423,1.65499892425e-05,2.9214854591e-06,9.37484492863e-05,1,-1.65499892425e-05,-4.96499677275e-05,0,0.5,2,60423,3.3099978485e-05,1,60423,1.65499892425e-05,0.5,0.182827731162,0.181934031743,1519,121736,0.0124778208583,0.0124778208583,0.0118694600615,0.0131169488444,1450,121736,0.0119110205691,0.0119110205691,0.0113168249465,0.0125360191514,1356,-0.00056680028915,-0.000821449694421,-0.00031215088388,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,133371,0.732168050988,0.735516548174,-0.017641292887,0.0191431435003,379,0.00208059991546,232,0.00127361261316,147,0.000806987302302,120218,0.659961901416,120287,0.660340691374,0,128,524288,faiss_centroids,524288,faiss_centroids,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False
survface,edgeface-a348c305af33c223b337,20260812-R001-ea495479,population-be1c15ff189e9f0d9c515e16,origin-embedding-ee48f129596673fb6b8fb500,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,pq,pq_512_m128_b8,pq_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,36136.4579,37126.1388,0.203811718334,4906.48922532,3000,2048,6144000,908288,302.762666667,recalibrated_compressed,0.05,calibration,test,20,182159,60423,121736,,0.884926259518,0.861224830151,2897,0.0479453188355,2843,0.0470516194164,11047,0.182827731162,10993,0.181934031743,9205,9132,54,60423,0.000893699419095,0.000685074143165,0.00116578312689,40,60423,0.0006619995697,0.000486223649391,0.00090126338115,31,-0.000231699849395,-0.000430299720305,-4.96499677275e-05,20,96,60423,0.00158879896728,0.00130134971037,0.00193961827824,84,60423,0.00139019909637,0.00112313313077,0.00172066036682,71,-0.00019859987091,-0.00039719974182,0,0.875,96,60423,0.00158879896728,84,60423,0.00139019909637,0.875,0.182827731162,0.181934031743,6311,121736,0.0518416902149,0.0518416902149,0.0506103431874,0.053101320205,6279,121736,0.0515788263127,0.0515788263127,0.0503504765473,0.0528354756298,5892,-0.000262863902215,-0.000714661234146,0.00018913879214,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,133371,0.732168050988,0.735516548174,-0.017641292887,0.0191431435003,1241,0.00681272953848,657,0.00360673916743,584,0.00320599037105,115479,0.633946167908,115497,0.63404498268,0,128,524288,faiss_centroids,524288,faiss_centroids,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False
